probs,count,sample
-200,26,Escherichia_coli_MSB1_4I.100x.random.illumina
-199,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-198,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-197,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-196,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-195,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-194,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-193,14,Escherichia_coli_MSB1_4I.100x.random.illumina
-192,16,Escherichia_coli_MSB1_4I.100x.random.illumina
-191,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-190,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-189,13,Escherichia_coli_MSB1_4I.100x.random.illumina
-188,14,Escherichia_coli_MSB1_4I.100x.random.illumina
-187,45,Escherichia_coli_MSB1_4I.100x.random.illumina
-186,22,Escherichia_coli_MSB1_4I.100x.random.illumina
-185,6,Escherichia_coli_MSB1_4I.100x.random.illumina
-184,27,Escherichia_coli_MSB1_4I.100x.random.illumina
-183,23,Escherichia_coli_MSB1_4I.100x.random.illumina
-182,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-181,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-180,37,Escherichia_coli_MSB1_4I.100x.random.illumina
-179,34,Escherichia_coli_MSB1_4I.100x.random.illumina
-178,11,Escherichia_coli_MSB1_4I.100x.random.illumina
-177,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-176,10,Escherichia_coli_MSB1_4I.100x.random.illumina
-175,11,Escherichia_coli_MSB1_4I.100x.random.illumina
-174,34,Escherichia_coli_MSB1_4I.100x.random.illumina
-173,40,Escherichia_coli_MSB1_4I.100x.random.illumina
-172,19,Escherichia_coli_MSB1_4I.100x.random.illumina
-171,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-170,70,Escherichia_coli_MSB1_4I.100x.random.illumina
-169,17,Escherichia_coli_MSB1_4I.100x.random.illumina
-168,36,Escherichia_coli_MSB1_4I.100x.random.illumina
-167,12,Escherichia_coli_MSB1_4I.100x.random.illumina
-166,23,Escherichia_coli_MSB1_4I.100x.random.illumina
-165,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-164,34,Escherichia_coli_MSB1_4I.100x.random.illumina
-163,26,Escherichia_coli_MSB1_4I.100x.random.illumina
-162,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-161,16,Escherichia_coli_MSB1_4I.100x.random.illumina
-160,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-159,11,Escherichia_coli_MSB1_4I.100x.random.illumina
-158,13,Escherichia_coli_MSB1_4I.100x.random.illumina
-157,3,Escherichia_coli_MSB1_4I.100x.random.illumina
-156,9,Escherichia_coli_MSB1_4I.100x.random.illumina
-155,54,Escherichia_coli_MSB1_4I.100x.random.illumina
-154,16,Escherichia_coli_MSB1_4I.100x.random.illumina
-153,17,Escherichia_coli_MSB1_4I.100x.random.illumina
-152,10,Escherichia_coli_MSB1_4I.100x.random.illumina
-151,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-150,16,Escherichia_coli_MSB1_4I.100x.random.illumina
-149,18,Escherichia_coli_MSB1_4I.100x.random.illumina
-148,2,Escherichia_coli_MSB1_4I.100x.random.illumina
-147,20,Escherichia_coli_MSB1_4I.100x.random.illumina
-146,13,Escherichia_coli_MSB1_4I.100x.random.illumina
-145,2,Escherichia_coli_MSB1_4I.100x.random.illumina
-144,10,Escherichia_coli_MSB1_4I.100x.random.illumina
-143,2,Escherichia_coli_MSB1_4I.100x.random.illumina
-142,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-141,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-140,1,Escherichia_coli_MSB1_4I.100x.random.illumina
-139,1,Escherichia_coli_MSB1_4I.100x.random.illumina
-138,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-137,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-136,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-135,7,Escherichia_coli_MSB1_4I.100x.random.illumina
-134,4,Escherichia_coli_MSB1_4I.100x.random.illumina
-133,6,Escherichia_coli_MSB1_4I.100x.random.illumina
-132,1,Escherichia_coli_MSB1_4I.100x.random.illumina
-131,6,Escherichia_coli_MSB1_4I.100x.random.illumina
-130,4,Escherichia_coli_MSB1_4I.100x.random.illumina
-129,6,Escherichia_coli_MSB1_4I.100x.random.illumina
-128,7,Escherichia_coli_MSB1_4I.100x.random.illumina
-127,5,Escherichia_coli_MSB1_4I.100x.random.illumina
-126,3,Escherichia_coli_MSB1_4I.100x.random.illumina
-125,8,Escherichia_coli_MSB1_4I.100x.random.illumina
-124,4,Escherichia_coli_MSB1_4I.100x.random.illumina
-123,2,Escherichia_coli_MSB1_4I.100x.random.illumina
-122,10,Escherichia_coli_MSB1_4I.100x.random.illumina
-121,3,Escherichia_coli_MSB1_4I.100x.random.illumina
-120,10,Escherichia_coli_MSB1_4I.100x.random.illumina
-119,10,Escherichia_coli_MSB1_4I.100x.random.illumina
-118,13,Escherichia_coli_MSB1_4I.100x.random.illumina
-117,8,Escherichia_coli_MSB1_4I.100x.random.illumina
-116,1,Escherichia_coli_MSB1_4I.100x.random.illumina
-115,12,Escherichia_coli_MSB1_4I.100x.random.illumina
-114,2,Escherichia_coli_MSB1_4I.100x.random.illumina
-113,4,Escherichia_coli_MSB1_4I.100x.random.illumina
-112,4,Escherichia_coli_MSB1_4I.100x.random.illumina
-111,5,Escherichia_coli_MSB1_4I.100x.random.illumina
-110,3,Escherichia_coli_MSB1_4I.100x.random.illumina
-109,5,Escherichia_coli_MSB1_4I.100x.random.illumina
-108,5,Escherichia_coli_MSB1_4I.100x.random.illumina
-107,2,Escherichia_coli_MSB1_4I.100x.random.illumina
-106,38,Escherichia_coli_MSB1_4I.100x.random.illumina
-105,2,Escherichia_coli_MSB1_4I.100x.random.illumina
-104,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-103,4,Escherichia_coli_MSB1_4I.100x.random.illumina
-102,5,Escherichia_coli_MSB1_4I.100x.random.illumina
-101,2,Escherichia_coli_MSB1_4I.100x.random.illumina
-100,8,Escherichia_coli_MSB1_4I.100x.random.illumina
-99,106,Escherichia_coli_MSB1_4I.100x.random.illumina
-98,10,Escherichia_coli_MSB1_4I.100x.random.illumina
-97,2,Escherichia_coli_MSB1_4I.100x.random.illumina
-96,7,Escherichia_coli_MSB1_4I.100x.random.illumina
-95,6,Escherichia_coli_MSB1_4I.100x.random.illumina
-94,9,Escherichia_coli_MSB1_4I.100x.random.illumina
-93,8,Escherichia_coli_MSB1_4I.100x.random.illumina
-92,10,Escherichia_coli_MSB1_4I.100x.random.illumina
-91,13,Escherichia_coli_MSB1_4I.100x.random.illumina
-90,12,Escherichia_coli_MSB1_4I.100x.random.illumina
-89,2,Escherichia_coli_MSB1_4I.100x.random.illumina
-88,58,Escherichia_coli_MSB1_4I.100x.random.illumina
-87,1,Escherichia_coli_MSB1_4I.100x.random.illumina
-86,11,Escherichia_coli_MSB1_4I.100x.random.illumina
-85,5,Escherichia_coli_MSB1_4I.100x.random.illumina
-84,7,Escherichia_coli_MSB1_4I.100x.random.illumina
-83,13,Escherichia_coli_MSB1_4I.100x.random.illumina
-82,29,Escherichia_coli_MSB1_4I.100x.random.illumina
-81,13,Escherichia_coli_MSB1_4I.100x.random.illumina
-80,8,Escherichia_coli_MSB1_4I.100x.random.illumina
-79,23,Escherichia_coli_MSB1_4I.100x.random.illumina
-78,43,Escherichia_coli_MSB1_4I.100x.random.illumina
-77,35,Escherichia_coli_MSB1_4I.100x.random.illumina
-76,23,Escherichia_coli_MSB1_4I.100x.random.illumina
-75,48,Escherichia_coli_MSB1_4I.100x.random.illumina
-74,31,Escherichia_coli_MSB1_4I.100x.random.illumina
-73,29,Escherichia_coli_MSB1_4I.100x.random.illumina
-72,54,Escherichia_coli_MSB1_4I.100x.random.illumina
-71,55,Escherichia_coli_MSB1_4I.100x.random.illumina
-70,43,Escherichia_coli_MSB1_4I.100x.random.illumina
-69,51,Escherichia_coli_MSB1_4I.100x.random.illumina
-68,70,Escherichia_coli_MSB1_4I.100x.random.illumina
-67,53,Escherichia_coli_MSB1_4I.100x.random.illumina
-66,59,Escherichia_coli_MSB1_4I.100x.random.illumina
-65,46,Escherichia_coli_MSB1_4I.100x.random.illumina
-64,44,Escherichia_coli_MSB1_4I.100x.random.illumina
-63,88,Escherichia_coli_MSB1_4I.100x.random.illumina
-62,54,Escherichia_coli_MSB1_4I.100x.random.illumina
-61,85,Escherichia_coli_MSB1_4I.100x.random.illumina
-60,44,Escherichia_coli_MSB1_4I.100x.random.illumina
-59,13,Escherichia_coli_MSB1_4I.100x.random.illumina
-58,18,Escherichia_coli_MSB1_4I.100x.random.illumina
-57,22,Escherichia_coli_MSB1_4I.100x.random.illumina
-56,15,Escherichia_coli_MSB1_4I.100x.random.illumina
-55,14,Escherichia_coli_MSB1_4I.100x.random.illumina
-54,19,Escherichia_coli_MSB1_4I.100x.random.illumina
-53,23,Escherichia_coli_MSB1_4I.100x.random.illumina
-52,32,Escherichia_coli_MSB1_4I.100x.random.illumina
-51,53,Escherichia_coli_MSB1_4I.100x.random.illumina
-50,30,Escherichia_coli_MSB1_4I.100x.random.illumina
-49,38,Escherichia_coli_MSB1_4I.100x.random.illumina
-48,86,Escherichia_coli_MSB1_4I.100x.random.illumina
-47,129,Escherichia_coli_MSB1_4I.100x.random.illumina
-46,111,Escherichia_coli_MSB1_4I.100x.random.illumina
-45,92,Escherichia_coli_MSB1_4I.100x.random.illumina
-44,118,Escherichia_coli_MSB1_4I.100x.random.illumina
-43,94,Escherichia_coli_MSB1_4I.100x.random.illumina
-42,185,Escherichia_coli_MSB1_4I.100x.random.illumina
-41,102,Escherichia_coli_MSB1_4I.100x.random.illumina
-40,116,Escherichia_coli_MSB1_4I.100x.random.illumina
-39,106,Escherichia_coli_MSB1_4I.100x.random.illumina
-38,82,Escherichia_coli_MSB1_4I.100x.random.illumina
-37,69,Escherichia_coli_MSB1_4I.100x.random.illumina
-36,69,Escherichia_coli_MSB1_4I.100x.random.illumina
-35,66,Escherichia_coli_MSB1_4I.100x.random.illumina
-34,63,Escherichia_coli_MSB1_4I.100x.random.illumina
-33,76,Escherichia_coli_MSB1_4I.100x.random.illumina
-32,46,Escherichia_coli_MSB1_4I.100x.random.illumina
-31,147,Escherichia_coli_MSB1_4I.100x.random.illumina
-30,59,Escherichia_coli_MSB1_4I.100x.random.illumina
-29,62,Escherichia_coli_MSB1_4I.100x.random.illumina
-28,65,Escherichia_coli_MSB1_4I.100x.random.illumina
-27,65,Escherichia_coli_MSB1_4I.100x.random.illumina
-26,99,Escherichia_coli_MSB1_4I.100x.random.illumina
-25,36,Escherichia_coli_MSB1_4I.100x.random.illumina
-24,147,Escherichia_coli_MSB1_4I.100x.random.illumina
-23,91,Escherichia_coli_MSB1_4I.100x.random.illumina
-22,144,Escherichia_coli_MSB1_4I.100x.random.illumina
-21,154,Escherichia_coli_MSB1_4I.100x.random.illumina
-20,127,Escherichia_coli_MSB1_4I.100x.random.illumina
-19,134,Escherichia_coli_MSB1_4I.100x.random.illumina
-18,176,Escherichia_coli_MSB1_4I.100x.random.illumina
-17,123,Escherichia_coli_MSB1_4I.100x.random.illumina
-16,157,Escherichia_coli_MSB1_4I.100x.random.illumina
-15,474,Escherichia_coli_MSB1_4I.100x.random.illumina
-14,760,Escherichia_coli_MSB1_4I.100x.random.illumina
-13,1526,Escherichia_coli_MSB1_4I.100x.random.illumina
-12,2837,Escherichia_coli_MSB1_4I.100x.random.illumina
-11,5086,Escherichia_coli_MSB1_4I.100x.random.illumina
-10,2632371,Escherichia_coli_MSB1_4I.100x.random.illumina
-9,120371,Escherichia_coli_MSB1_4I.100x.random.illumina
-8,26979,Escherichia_coli_MSB1_4I.100x.random.illumina
-7,24311,Escherichia_coli_MSB1_4I.100x.random.illumina
-6,62341,Escherichia_coli_MSB1_4I.100x.random.illumina
-5,1115642,Escherichia_coli_MSB1_4I.100x.random.illumina
-4,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-3,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-2,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-1,0,Escherichia_coli_MSB1_4I.100x.random.illumina
-200,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-199,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-198,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-197,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-196,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-195,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-194,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-193,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-192,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-191,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-190,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-189,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-188,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-187,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-186,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-185,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-184,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-183,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-182,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-181,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-180,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-179,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-178,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-177,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-176,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-175,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-174,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-173,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-172,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-171,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-170,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-169,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-168,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-167,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-166,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-165,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-164,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-163,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-162,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-161,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-160,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-159,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-158,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-157,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-156,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-155,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-154,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-153,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-152,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-151,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-150,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-149,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-148,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-147,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-146,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-145,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-144,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-143,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-142,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-141,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-140,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-139,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-138,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-137,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-136,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-135,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-134,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-133,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-132,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-131,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-130,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-129,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-128,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-127,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-126,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-125,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-124,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-123,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-122,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-121,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-120,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-119,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-118,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-117,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-116,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-115,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-114,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-113,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-112,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-111,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-110,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-109,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-108,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-107,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-106,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-105,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-104,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-103,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-102,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-101,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-100,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-99,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-98,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-97,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-96,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-95,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-94,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-93,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-92,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-91,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-90,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-89,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-88,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-87,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-86,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-85,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-84,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-83,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-82,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-81,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-80,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-79,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-78,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-77,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-76,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-75,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-74,49,Escherichia_coli_MSB1_3B.100x.random.illumina
-73,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-72,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-71,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-70,14,Escherichia_coli_MSB1_3B.100x.random.illumina
-69,18,Escherichia_coli_MSB1_3B.100x.random.illumina
-68,1,Escherichia_coli_MSB1_3B.100x.random.illumina
-67,23,Escherichia_coli_MSB1_3B.100x.random.illumina
-66,2,Escherichia_coli_MSB1_3B.100x.random.illumina
-65,19,Escherichia_coli_MSB1_3B.100x.random.illumina
-64,72,Escherichia_coli_MSB1_3B.100x.random.illumina
-63,40,Escherichia_coli_MSB1_3B.100x.random.illumina
-62,10,Escherichia_coli_MSB1_3B.100x.random.illumina
-61,7,Escherichia_coli_MSB1_3B.100x.random.illumina
-60,24,Escherichia_coli_MSB1_3B.100x.random.illumina
-59,3,Escherichia_coli_MSB1_3B.100x.random.illumina
-58,10,Escherichia_coli_MSB1_3B.100x.random.illumina
-57,55,Escherichia_coli_MSB1_3B.100x.random.illumina
-56,93,Escherichia_coli_MSB1_3B.100x.random.illumina
-55,34,Escherichia_coli_MSB1_3B.100x.random.illumina
-54,6,Escherichia_coli_MSB1_3B.100x.random.illumina
-53,13,Escherichia_coli_MSB1_3B.100x.random.illumina
-52,14,Escherichia_coli_MSB1_3B.100x.random.illumina
-51,14,Escherichia_coli_MSB1_3B.100x.random.illumina
-50,13,Escherichia_coli_MSB1_3B.100x.random.illumina
-49,17,Escherichia_coli_MSB1_3B.100x.random.illumina
-48,44,Escherichia_coli_MSB1_3B.100x.random.illumina
-47,61,Escherichia_coli_MSB1_3B.100x.random.illumina
-46,19,Escherichia_coli_MSB1_3B.100x.random.illumina
-45,39,Escherichia_coli_MSB1_3B.100x.random.illumina
-44,91,Escherichia_coli_MSB1_3B.100x.random.illumina
-43,59,Escherichia_coli_MSB1_3B.100x.random.illumina
-42,89,Escherichia_coli_MSB1_3B.100x.random.illumina
-41,51,Escherichia_coli_MSB1_3B.100x.random.illumina
-40,55,Escherichia_coli_MSB1_3B.100x.random.illumina
-39,81,Escherichia_coli_MSB1_3B.100x.random.illumina
-38,71,Escherichia_coli_MSB1_3B.100x.random.illumina
-37,70,Escherichia_coli_MSB1_3B.100x.random.illumina
-36,41,Escherichia_coli_MSB1_3B.100x.random.illumina
-35,131,Escherichia_coli_MSB1_3B.100x.random.illumina
-34,80,Escherichia_coli_MSB1_3B.100x.random.illumina
-33,76,Escherichia_coli_MSB1_3B.100x.random.illumina
-32,131,Escherichia_coli_MSB1_3B.100x.random.illumina
-31,208,Escherichia_coli_MSB1_3B.100x.random.illumina
-30,133,Escherichia_coli_MSB1_3B.100x.random.illumina
-29,211,Escherichia_coli_MSB1_3B.100x.random.illumina
-28,241,Escherichia_coli_MSB1_3B.100x.random.illumina
-27,105,Escherichia_coli_MSB1_3B.100x.random.illumina
-26,217,Escherichia_coli_MSB1_3B.100x.random.illumina
-25,168,Escherichia_coli_MSB1_3B.100x.random.illumina
-24,170,Escherichia_coli_MSB1_3B.100x.random.illumina
-23,110,Escherichia_coli_MSB1_3B.100x.random.illumina
-22,296,Escherichia_coli_MSB1_3B.100x.random.illumina
-21,255,Escherichia_coli_MSB1_3B.100x.random.illumina
-20,168,Escherichia_coli_MSB1_3B.100x.random.illumina
-19,96,Escherichia_coli_MSB1_3B.100x.random.illumina
-18,227,Escherichia_coli_MSB1_3B.100x.random.illumina
-17,316,Escherichia_coli_MSB1_3B.100x.random.illumina
-16,362,Escherichia_coli_MSB1_3B.100x.random.illumina
-15,380,Escherichia_coli_MSB1_3B.100x.random.illumina
-14,712,Escherichia_coli_MSB1_3B.100x.random.illumina
-13,1087,Escherichia_coli_MSB1_3B.100x.random.illumina
-12,2164,Escherichia_coli_MSB1_3B.100x.random.illumina
-11,3036,Escherichia_coli_MSB1_3B.100x.random.illumina
-10,4624,Escherichia_coli_MSB1_3B.100x.random.illumina
-9,2514516,Escherichia_coli_MSB1_3B.100x.random.illumina
-8,23820,Escherichia_coli_MSB1_3B.100x.random.illumina
-7,26653,Escherichia_coli_MSB1_3B.100x.random.illumina
-6,142346,Escherichia_coli_MSB1_3B.100x.random.illumina
-5,1111687,Escherichia_coli_MSB1_3B.100x.random.illumina
-4,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-3,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-2,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-1,0,Escherichia_coli_MSB1_3B.100x.random.illumina
-200,0,Escherichia_coli_MINF_1D.100x.random.illumina
-199,0,Escherichia_coli_MINF_1D.100x.random.illumina
-198,0,Escherichia_coli_MINF_1D.100x.random.illumina
-197,24,Escherichia_coli_MINF_1D.100x.random.illumina
-196,0,Escherichia_coli_MINF_1D.100x.random.illumina
-195,0,Escherichia_coli_MINF_1D.100x.random.illumina
-194,0,Escherichia_coli_MINF_1D.100x.random.illumina
-193,0,Escherichia_coli_MINF_1D.100x.random.illumina
-192,0,Escherichia_coli_MINF_1D.100x.random.illumina
-191,0,Escherichia_coli_MINF_1D.100x.random.illumina
-190,0,Escherichia_coli_MINF_1D.100x.random.illumina
-189,0,Escherichia_coli_MINF_1D.100x.random.illumina
-188,0,Escherichia_coli_MINF_1D.100x.random.illumina
-187,0,Escherichia_coli_MINF_1D.100x.random.illumina
-186,0,Escherichia_coli_MINF_1D.100x.random.illumina
-185,0,Escherichia_coli_MINF_1D.100x.random.illumina
-184,0,Escherichia_coli_MINF_1D.100x.random.illumina
-183,0,Escherichia_coli_MINF_1D.100x.random.illumina
-182,0,Escherichia_coli_MINF_1D.100x.random.illumina
-181,0,Escherichia_coli_MINF_1D.100x.random.illumina
-180,0,Escherichia_coli_MINF_1D.100x.random.illumina
-179,0,Escherichia_coli_MINF_1D.100x.random.illumina
-178,0,Escherichia_coli_MINF_1D.100x.random.illumina
-177,0,Escherichia_coli_MINF_1D.100x.random.illumina
-176,0,Escherichia_coli_MINF_1D.100x.random.illumina
-175,0,Escherichia_coli_MINF_1D.100x.random.illumina
-174,0,Escherichia_coli_MINF_1D.100x.random.illumina
-173,0,Escherichia_coli_MINF_1D.100x.random.illumina
-172,0,Escherichia_coli_MINF_1D.100x.random.illumina
-171,9,Escherichia_coli_MINF_1D.100x.random.illumina
-170,0,Escherichia_coli_MINF_1D.100x.random.illumina
-169,0,Escherichia_coli_MINF_1D.100x.random.illumina
-168,0,Escherichia_coli_MINF_1D.100x.random.illumina
-167,0,Escherichia_coli_MINF_1D.100x.random.illumina
-166,0,Escherichia_coli_MINF_1D.100x.random.illumina
-165,0,Escherichia_coli_MINF_1D.100x.random.illumina
-164,0,Escherichia_coli_MINF_1D.100x.random.illumina
-163,0,Escherichia_coli_MINF_1D.100x.random.illumina
-162,0,Escherichia_coli_MINF_1D.100x.random.illumina
-161,0,Escherichia_coli_MINF_1D.100x.random.illumina
-160,42,Escherichia_coli_MINF_1D.100x.random.illumina
-159,0,Escherichia_coli_MINF_1D.100x.random.illumina
-158,0,Escherichia_coli_MINF_1D.100x.random.illumina
-157,0,Escherichia_coli_MINF_1D.100x.random.illumina
-156,0,Escherichia_coli_MINF_1D.100x.random.illumina
-155,0,Escherichia_coli_MINF_1D.100x.random.illumina
-154,0,Escherichia_coli_MINF_1D.100x.random.illumina
-153,0,Escherichia_coli_MINF_1D.100x.random.illumina
-152,0,Escherichia_coli_MINF_1D.100x.random.illumina
-151,0,Escherichia_coli_MINF_1D.100x.random.illumina
-150,0,Escherichia_coli_MINF_1D.100x.random.illumina
-149,0,Escherichia_coli_MINF_1D.100x.random.illumina
