	tool	coverage	coverage_threshold	strand_bias_threshold	gaps_threshold	step_GT	error_rate	nb_of_correct_calls	nb_of_total_calls	recalls_wrt_truth_probes	nbs_of_truth_probes_found	nbs_of_truth_probes_in_total	recalls_wrt_variants_where_all_allele_seqs_were_found	recalls_wrt_variants_found_wrt_alleles	nbs_variants_where_all_allele_seqs_were_found	nbs_variants_found_wrt_alleles	nbs_variants_total
32	pandora_illumina_nodenovo	100x	5	0.0	0.8	10	0.0007869726602197646	592119.651019171	592586.0	0.8804857267603285	623140	707723	0.6491313183401921	0.8002227258377891	191336	235871.24999976915	294757
33	pandora_illumina_withdenovo	100x	5	0.05	0.8	0	0.0012588761797509562	658329.2004362316	659159.0	0.8968109997138458	692617	772311	0.8187401441288682	0.8909927935562291	241426	262731.499999893	294875
34	pandora_illumina_withdenovo	100x	5	0.05	0.8	1	0.0012548256513915668	658164.0811891638	658991.0	0.8967671567897221	692289	771983	0.8179703264094955	0.8905281899106158	241199	262594.49999989284	294875
35	pandora_illumina_withdenovo	100x	5	0.05	0.8	2	0.0012526841931813635	657994.7065998482	658820.0	0.8967147102545261	691897	771591	0.817223627718958	0.8900247789447646	240978	262445.16666655854	294874
36	pandora_illumina_withdenovo	100x	5	0.05	0.8	3	0.0012447252773434279	657796.2040167372	658616.0	0.8966930203557294	691735	771429	0.8168641521463404	0.8898046284171939	240872	262380.2499998916	294874
37	pandora_illumina_withdenovo	100x	5	0.05	0.8	4	0.0012140491624454965	656935.4785881881	657734.0	0.8964597481326922	689997	769691	0.813181223166505	0.8875395366604676	239786	261712.3333332188	294874
38	pandora_illumina_withdenovo	100x	5	0.05	0.8	5	0.0011913836842006866	656012.5051531354	656795.0	0.8962948311378368	688773	768467	0.8103155924225263	0.8858879837938093	238941	261225.3333332157	294874
39	pandora_illumina_withdenovo	100x	5	0.05	0.8	6	0.0011563182471177047	654091.7861521932	654849.0	0.895833551180032	685370	765064	0.8029579036256532	0.8814899848856155	236769	259925.83333320628	294871
40	pandora_illumina_withdenovo	100x	5	0.05	0.8	7	0.001117417805975629	650900.8581525099	651629.0	0.8951727149680168	680547	760241	0.7924073986149641	0.8752241130994923	233654	258073.8333331949	294866
41	pandora_illumina_withdenovo	100x	5	0.05	0.8	8	0.001051489307497877	644613.4823617861	645292.0	0.8937891990009835	670644	750338	0.7708198378163886	0.8624203411209057	227277	254285.49999984016	294851
42	pandora_illumina_withdenovo	100x	5	0.05	0.8	9	0.0009801994976702533	632722.197509547	633343.0	0.8914231450965753	654293	733987	0.7333052925792631	0.8410841143468241	216185	247959.16666647285	294809
43	pandora_illumina_withdenovo	100x	5	0.05	0.8	10	0.0008977105035149481	608663.1057841537	609210.0	0.887556490538937	629053	708747	0.6703027136333101	0.8079689369615993	197561	238135.91666644003	294734
44	pandora_illumina_withdenovo	100x	0	0.0	0.8	0	0.0013284574089248435	669600.2812634326	670491.0	0.9021909567518784	696772	772311	0.8280423908435778	0.8964626254059304	244169	264344.4166665737	294875
45	pandora_illumina_withdenovo	100x	0	0.0	0.8	1	0.001320748343168976	669399.722196799	670285.0	0.9021474983419002	696429	771968	0.8272420517168292	0.8959771089441522	243933	264201.2499999069	294875
46	pandora_illumina_withdenovo	100x	0	0.0	0.8	2	0.001315896984969367	669159.2950682943	670041.0	0.9020886476285279	695965	771504	0.8263902548207029	0.8953866736297731	243681	264026.2499999057	294874
47	pandora_illumina_withdenovo	100x	0	0.0	0.8	3	0.0013068386990838787	668895.717337676	669771.0	0.9020580528302278	695724	771263	0.8258646065777248	0.8950611108470232	243526	263930.2499999051	294874
48	pandora_illumina_withdenovo	100x	0	0.0	0.8	4	0.00127153624771148	667914.6410612992	668765.0	0.9018271516370806	693910	769449	0.8220155049275284	0.8926939981141054	242391	263232.2499998987	294874
49	pandora_illumina_withdenovo	100x	0	0.0	0.8	5	0.0012443797614216654	666715.319267782	667546.0	0.9016499948571928	692524	768063	0.8187836160529582	0.8908290772778501	241438	262682.3333332288	294874
50	pandora_illumina_withdenovo	100x	0	0.0	0.8	6	0.0011974704288467695	664447.3899820322	665244.0	0.9011736600899314	688822	764361	0.8108630553699754	0.8860405623698207	239100	261267.66666655138	294871
51	pandora_illumina_withdenovo	100x	0	0.0	0.8	7	0.0011514271053537641	660481.6268865746	661243.0	0.9004803461232406	683497	759036	0.7993156213330801	0.8791222114447621	235691	259223.24999987122	294866
52	pandora_illumina_withdenovo	100x	0	0.0	0.8	8	0.0010776819305529095	652630.9126759021	653335.0	0.899056296169594	672789	748328	0.7759715924314314	0.8652517147073592	228796	255120.33333317962	294851
53	pandora_illumina_withdenovo	100x	0	0.0	0.8	9	0.0009946395229541991	637525.2608420316	638160.0	0.8966499020391187	655365	730904	0.7358992971696833	0.8424887271257082	216949	248372.4166664758	294808
54	pandora_illumina_withdenovo	100x	0	0.0	0.8	10	0.0009022351350868039	610847.3743406432	611399.0	0.8928567376047476	629489	705028	0.6713319218815738	0.8085461255189169	197863	238304.41666644145	294732
55	pandora_illumina_nodenovo	100x	5	0.0	1.0	0	0.0011885908126263445	643140.659244205	643906.0	0.8910905062856802	688199	772311	0.8020483255616787	0.8853678112190533	236504	261072.8333332183	294875
56	pandora_illumina_nodenovo	100x	5	0.0	1.0	1	0.0011847551647237164	642974.3292645264	643737.0	0.8909853466845351	687454	771566	0.8004815599830437	0.8844010173798473	236042	260787.7499998825	294875
57	pandora_illumina_nodenovo	100x	5	0.0	1.0	2	0.0011832764518040495	642794.4953397828	643556.0	0.8909392666355479	687128	771240	0.7998467141897896	0.8839801067570602	235854	260662.74999988137	294874
58	pandora_illumina_nodenovo	100x	5	0.0	1.0	3	0.0011752928242927394	642587.8824132482	643344.0	0.8909129581066955	686942	771054	0.7994261955954068	0.8837356520634152	235730	260590.6666665475	294874
59	pandora_illumina_nodenovo	100x	5	0.0	1.0	4	0.0011431920300614133	641725.5448483668	642460.0	0.8907050145077815	685475	769587	0.7958144834742975	0.8817622102995797	234665	260008.74999987823	294874
60	pandora_illumina_nodenovo	100x	5	0.0	1.0	5	0.0011122925474900123	640796.4532078597	641510.0	0.8905222165242314	684190	768302	0.7929013748245013	0.8800326580162211	233806	259498.7499998752	294874
61	pandora_illumina_nodenovo	100x	5	0.0	1.0	6	0.0010816484871608578	638875.213322012	639567.0	0.8900074015373228	680594	764706	0.7853177469622515	0.8753796832304078	231569	258125.83333320005	294873
62	pandora_illumina_nodenovo	100x	5	0.0	1.0	7	0.001030581765765537	635621.264525824	636277.0	0.8892317255129709	675239	759351	0.7737292619070228	0.8684041107654535	228148	256064.5833331877	294868
63	pandora_illumina_nodenovo	100x	5	0.0	1.0	8	0.0009561657115308988	629283.7246046268	629886.0	0.8877479934980529	665202	749314	0.7512293886631712	0.8552834320229993	221509	252190.5833331656	294862
64	pandora_illumina_nodenovo	100x	5	0.0	1.0	9	0.0008799031400403834	617316.3430458946	617860.0	0.8852725105231427	649034	733146	0.7137473968402559	0.8341535689002564	210437	245936.8333331382	294834
65	pandora_illumina_nodenovo	100x	5	0.0	1.0	10	0.0007910403173525538	592965.5689892719	593435.0	0.8811347818406642	623513	707625	0.6502169583758826	0.8007039131661086	191656	236013.0833331027	294757
66	pandora_illumina_withdenovo	100x	0	0.05	0.8	0	0.0012833202182012116	663923.8782353047	664777.0	0.8997113856982485	694857	772311	0.8236371343789741	0.8939282181712049	242870	263597.0833332341	294875
67	pandora_illumina_withdenovo	100x	0	0.05	0.8	1	0.0012786020427542064	663739.255147008	664589.0	0.8996683851913262	694526	771980	0.8228639253921153	0.8934596580468579	242642	263458.9166665672	294875
68	pandora_illumina_withdenovo	100x	0	0.05	0.8	2	0.0012749105818555815	663535.9710828951	664383.0	0.8996122081840663	694094	771548	0.8220663741123327	0.8929082139034509	242406	263295.41666656616	294874
69	pandora_illumina_withdenovo	100x	0	0.05	0.8	3	0.0012666507098387796	663304.7589976634	664146.0	0.8995856582795744	693890	771344	0.8216085514490935	0.8926312594528479	242271	263213.7499998991	294874
70	pandora_illumina_withdenovo	100x	0	0.05	0.8	4	0.0012329964375663582	662359.305121524	663177.0	0.8993502611949996	692086	769540	0.8177696236358578	0.8902762988029672	241139	262519.3333332261	294874
71	pandora_illumina_withdenovo	100x	0	0.05	0.8	5	0.0012087109330883858	661272.7451263972	662073.0	0.8991756128231063	690753	768207	0.8146598208048184	0.8884794861530331	240222	261989.49999988946	294874
72	pandora_illumina_withdenovo	100x	0	0.05	0.8	6	0.0011686302829861939	659156.7881546095	659928.0	0.8987042132686051	687178	764632	0.8070037406187791	0.8838622086716315	237962	260625.33333321265	294871
73	pandora_illumina_withdenovo	100x	0	0.05	0.8	7	0.0011277479567748385	655658.7473689211	656399.0	0.898023509337378	682074	759528	0.7958937279984807	0.8772363265569217	234682	258667.16666653327	294866
74	pandora_illumina_withdenovo	100x	0	0.05	0.8	8	0.001060310642820972	648531.6251244678	649220.0	0.8966144137025212	671722	749176	0.7733974108956727	0.8638445067729461	228037	254705.41666651	294851
75	pandora_illumina_withdenovo	100x	0	0.05	0.8	9	0.000979385484941031	634508.9619175639	635131.0	0.8942051453665066	654661	732115	0.7341964939893083	0.8415627006949393	216447	248099.4166664737	294808
76	pandora_illumina_withdenovo	100x	0	0.05	0.8	10	0.0008907729483815797	608785.2271009085	609328.0	0.8903709784716423	629056	706510	0.6703174409293867	0.8079780953536546	197564	238136.99999977328	294732
77	pandora_illumina_nodenovo	100x	0	0.05	0.8	0	0.0011960222099306472	645016.6220130711	645789.0	0.8922415969732399	689088	772311	0.8038016108520559	0.8865174508968944	237021	261411.83333322173	294875
78	pandora_illumina_nodenovo	100x	0	0.05	0.8	1	0.00119149393649709	644827.7750890793	645597.0	0.8921372692349565	688341	771564	0.8022314540059348	0.88554783100145	236558	261125.9166665525	294875
79	pandora_illumina_nodenovo	100x	0	0.05	0.8	2	0.0011894643217404965	644612.3435160351	645380.0	0.8920856592690565	687972	771195	0.8015355711252942	0.8850752072632764	236352	260985.6666665513	294874
80	pandora_illumina_nodenovo	100x	0	0.05	0.8	3	0.001181011470127613	644368.0940702766	645130.0	0.8920548655922695	687752	770975	0.8010370531142115	0.8847846876967249	236205	260899.99999988405	294874
81	pandora_illumina_nodenovo	100x	0	0.05	0.8	4	0.0011470514579231539	643421.1153328642	644160.0	0.8918420498584718	686235	769458	0.7973269939024804	0.8827482246650481	235111	260299.4999998814	294874
82	pandora_illumina_nodenovo	100x	0	0.05	0.8	5	0.001115831014533164	642370.4224645259	643088.0	0.8916470179266814	684850	768073	0.7941764957235972	0.8808849994682859	234182	259750.08333321128	294874
83	pandora_illumina_nodenovo	100x	0	0.05	0.8	6	0.0010819579591084816	640279.4941610764	640973.0	0.8911172573318541	681113	764336	0.7862842647512658	0.8760534196073188	231854	258324.49999986892	294873
84	pandora_illumina_nodenovo	100x	0	0.05	0.8	7	0.0010275097467983274	636784.0252145106	637439.0	0.8903166626469344	675534	758757	0.7741938765820638	0.8687893113749964	228285	256178.1666665224	294868
85	pandora_illumina_nodenovo	100x	0	0.05	0.8	8	0.0009520357616799037	629700.9309073774	630301.0	0.8887914895550351	665128	748351	0.7509275525500064	0.8551867766384471	221420	252162.0833331658	294862
86	pandora_illumina_nodenovo	100x	0	0.05	0.8	9	0.0008627669858455311	615794.2542746818	616326.0	0.8862435055748514	648366	731589	0.7119803007794216	0.8332618241670571	209916	245673.91666647012	294834
87	pandora_illumina_nodenovo	100x	0	0.05	0.8	10	0.0007768174811537687	590366.0368116973	590825.0	0.882113717491076	622737	705960	0.6481993520042069	0.7996949443880557	191060	235714.08333310136	294755
88	pandora_illumina_withdenovo	100x	5	0.05	1.0	0	0.001275663791009074	659609.4852979005	660452.0	0.8975710562195799	693204	772311	0.8203374311148792	0.8917597852193676	241897	262957.66666656104	294875
89	pandora_illumina_withdenovo	100x	5	0.05	1.0	1	0.00127117304120683	659443.6660508328	660283.0	0.8975275362281294	692876	771983	0.8195676133955065	0.8912951815737545	241670	262820.6666665609	294875
90	pandora_illumina_withdenovo	100x	5	0.05	1.0	2	0.0012689137678899565	659274.3747948506	660112.0	0.8974754759969984	692484	771591	0.8188209201218147	0.8907917732089863	241449	262671.3333332266	294874
91	pandora_illumina_withdenovo	100x	5	0.05	1.0	3	0.0012605470735166382	659075.1561623568	659907.0	0.897453945858919	692322	771429	0.8184614445491973	0.8905716226814152	241343	262606.41666655964	294874
92	pandora_illumina_withdenovo	100x	5	0.05	1.0	4	0.0012287338483152332	658213.2361330817	659023.0	0.8972222583117878	690583	769690	0.8147751242903749	0.8883054004983604	240256	261938.1666665535	294874
93	pandora_illumina_withdenovo	100x	5	0.05	1.0	5	0.0012066439065410162	657287.9293646957	658082.0	0.8970584216587613	689358	768465	0.8119061022674091	0.8866527172053729	239410	261450.8333332172	294874
94	pandora_illumina_withdenovo	100x	5	0.05	1.0	6	0.0011702587241612106	655364.1558027987	656132.0	0.8965998611868136	685950	765057	0.8045484296522887	0.8822487912789241	237238	260149.5833332076	294871
95	pandora_illumina_withdenovo	100x	5	0.05	1.0	7	0.0011316515236593494	652163.1424568996	652902.0	0.8959423748031827	681116	760223	0.7939877774989317	0.8759690842615381	234120	258293.4999998627	294866
96	pandora_illumina_withdenovo	100x	5	0.05	1.0	8	0.0010657764766476283	645869.9126270353	646559.0	0.8945647682895946	671183	750290	0.7723418687468204	0.8631171216997598	227725	254490.08333317426	294850
97	pandora_illumina_withdenovo	100x	5	0.05	1.0	9	0.0009960628914329472	633916.9492883041	634549.0	0.8922099634963394	654792	733899	0.7347392201025752	0.8417289105671264	216607	248148.4166664734	294808
98	pandora_illumina_withdenovo	100x	5	0.05	1.0	10	0.0009066286759991103	609669.7543294458	610223.0	0.8883601400525832	629484	708591	0.6715682615510935	0.8085222607496034	197934	238298.9999997736	294734
99	pandora_illumina_withdenovo	100x	0	0.0	1.0	0	0.0014545641036631807	677584.9735270491	678572.0	0.9050240123473576	698960	772311	0.8334853751589657	0.8993567895998208	245774	265197.83333324717	294875
100	pandora_illumina_withdenovo	100x	0	0.0	1.0	1	0.00144634939433419	677376.8573175583	678358.0	0.904979966396918	698602	771953	0.8326646884272997	0.8988537515893635	245532	265049.4999999136	294875
101	pandora_illumina_withdenovo	100x	0	0.0	1.0	2	0.0014394282806887706	677135.9064097254	678112.0	0.9049228180829538	698138	771489	0.8318129099208476	0.8982633260304823	245280	264874.4999999125	294874
102	pandora_illumina_withdenovo	100x	0	0.0	1.0	3	0.001430213016534676	676866.5501297242	677836.0	0.9048923684135459	697891	771242	0.8312804791198953	0.8979304154765938	245123	264776.33333324513	294874
103	pandora_illumina_withdenovo	100x	0	0.0	1.0	4	0.0013940619641286125	675857.4974686158	676801.0	0.9046639303139874	696043	769394	0.8273805082848945	0.8955203465431741	243973	264065.6666665719	294874
104	pandora_illumina_withdenovo	100x	0	0.0	1.0	5	0.0013001176607205787	671897.3172411617	672772.0	0.9044058713673748	693966	767317	0.8224936752646893	0.892741758626508	242532	263246.3333332329	294874
105	pandora_illumina_withdenovo	100x	0	0.0	1.0	6	0.0012487295350003258	669363.1014656428	670200.0	0.9039283408185692	690152	763503	0.8143425430103334	0.8878026323371523	240126	261787.2499998884	294871
106	pandora_illumina_withdenovo	100x	0	0.0	1.0	7	0.0011906886681262163	663799.6790273613	664591.0	0.9032145269913652	684521	757872	0.8019778475646565	0.8804699988012876	236476	259620.66666654052	294866
107	pandora_illumina_withdenovo	100x	0	0.0	1.0	8	0.0011070773342733986	654307.8278124989	655033.0	0.9017738056339688	673405	746756	0.7776903510259454	0.8660488383918857	229302	255354.4999998475	294850
108	pandora_illumina_withdenovo	100x	0	0.0	1.0	9	0.001011526467507351	638722.2613339963	639369.0	0.8994110104701631	655864	729215	0.7373357394354253	0.8431375209453329	217371	248561.99999980984	294806
109	pandora_illumina_withdenovo	100x	0	0.0	1.0	10	0.0009096915173832931	611855.8930887647	612413.0	0.8957002350445277	629920	703271	0.6725997604595377	0.8091021982749527	198236	238467.49999977511	294731
110	pandora_illumina_withdenovo	100x	5	0.0	0.8	0	0.0012639848446331925	661220.1699857167	662057.0	0.8979465526193463	693494	772311	0.8206596015260703	0.8921517592196555	241992	263073.2499998959	294875
111	pandora_illumina_withdenovo	100x	5	0.0	0.8	1	0.001259957154848168	661053.050738649	661887.0	0.8979031921687395	693166	771983	0.8198897838066977	0.8916871555740422	241765	262936.2499998957	294875
112	pandora_illumina_withdenovo	100x	5	0.0	0.8	2	0.0012575840268634895	660878.8428160001	661711.0	0.8978513227862948	692774	771591	0.8191430916255756	0.8911837485385672	241544	262786.91666656145	294874
113	pandora_illumina_withdenovo	100x	5	0.0	0.8	3	0.0012496727398916276	660674.3402328889	661501.0	0.8978284146856828	692601	771418	0.8187530945420756	0.8909483372555547	241429	262717.4999998944	294874
114	pandora_illumina_withdenovo	100x	5	0.0	0.8	4	0.0012188944774707	659800.790994816	660606.0	0.897597835986597	690864	769681	0.815080339399201	0.8886843759251576	240346	262049.91666655487	294874
115	pandora_illumina_withdenovo	100x	5	0.0	0.8	5	0.0011968225221976605	658868.5064486521	659658.0	0.8974343291856116	689637	768454	0.8122079260972483	0.8870291491729299	239499	261561.83333321853	294874
116	pandora_illumina_withdenovo	100x	5	0.0	0.8	6	0.0011596925296271099	656920.2899380373	657683.0	0.8969729926158118	686196	765013	0.8048129521044796	0.8825819878292847	237316	260247.8333332089	294871
117	pandora_illumina_withdenovo	100x	5	0.0	0.8	7	0.0011206441419678859	653678.6370257665	654412.0	0.8963138854173518	681333	760150	0.7942183907266351	0.8762658292236608	234188	258380.9999998641	294866
118	pandora_illumina_withdenovo	100x	5	0.0	0.8	8	0.0010528969677688904	647297.743822825	647980.0	0.8949357420029086	671362	750179	0.772474911056771	0.8633694080507632	227765	254565.3333331756	294851
119	pandora_illumina_withdenovo	100x	5	0.0	0.8	9	0.0009819024781172472	635202.6798930462	635827.0	0.8925783273092041	654899	733716	0.7347129836606073	0.8418837846418347	216600	248194.91666647466	294809
120	pandora_illumina_withdenovo	100x	5	0.0	0.8	10	0.0008968857020080767	610668.8082118757	611217.0	0.8887230762280177	629479	708296	0.6712934374724328	0.8085281983068623	197853	238300.7499997748	294734
121	pandora_illumina_nodenovo	100x	5	0.05	1.0	0	0.0011706223121912276	640379.4789169849	641130.0	0.8899316467070908	687304	772311	0.8000779991521831	0.8841839762607268	235923	260723.7499998818	294875
122	pandora_illumina_nodenovo	100x	5	0.05	1.0	1	0.0011667616737535136	640215.1489373059	640963.0	0.8898253681473782	686559	771566	0.7985112335735481	0.8832171824215211	235461	260438.66666654605	294875
123	pandora_illumina_nodenovo	100x	5	0.05	1.0	2	0.0011651323358685686	640040.3983458958	640787.0	0.8897787977801981	686233	771240	0.7978763810983674	0.8827962677840193	235273	260313.6666665449	294874
124	pandora_illumina_nodenovo	100x	5	0.05	1.0	3	0.0011571087266069036	639838.7792919101	640580.0	0.8897537821065669	686058	771065	0.7974863840148674	0.8825670738458159	235158	260246.0833332111	294874
125	pandora_illumina_nodenovo	100x	5	0.05	1.0	4	0.0011280389350079025	638986.384468964	639708.0	0.8895439189189189	684593	769600	0.7938814544517321	0.8805964581478026	234095	259664.99999987514	294874
126	pandora_illumina_nodenovo	100x	5	0.05	1.0	5	0.0010970222689212774	638064.2605703925	638765.0	0.8893596141181126	683311	768318	0.7909751283599097	0.8788705797500135	233238	259156.08333320546	294874
127	pandora_illumina_nodenovo	100x	5	0.05	1.0	6	0.0010644905386364425	636180.0706845451	636858.0	0.8888453024008746	679756	764763	0.7834355807415396	0.8742712964559795	231014	257798.9999998641	294873
128	pandora_illumina_nodenovo	100x	5	0.05	1.0	7	0.001012108863796768	632979.7065696123	633621.0	0.8880672383984662	674440	759447	0.7718775859028446	0.8673423362313035	227602	255751.49999985198	294868
129	pandora_illumina_nodenovo	100x	5	0.05	1.0	8	0.0009413755640304	626742.4440432901	627333.0	0.8865796025542839	664479	749486	0.7495506372472547	0.8543233783933845	221014	251907.49999983012	294862
130	pandora_illumina_nodenovo	100x	5	0.05	1.0	9	0.0008669248890300629	614981.3947269287	615515.0	0.8840974319469346	648428	733435	0.7123296499046922	0.83334972673822	210019	245699.8333331364	294834
131	pandora_illumina_nodenovo	100x	5	0.05	1.0	10	0.0007818924413136585	591093.4668349861	591556.0	0.8799526063673543	623105	708112	0.6492636307195419	0.8001644857733707	191375	235854.08333310144	294757
132	pandora_illumina_withdenovo	100x	0	0.05	1.0	0	0.0013446451505001455	667308.4986979198	668207.0	0.9011253238656448	695949	772311	0.8264145824501907	0.8953587678391534	243689	264018.91666657035	294875
133	pandora_illumina_withdenovo	100x	0	0.05	1.0	1	0.0013395253861840928	667121.1756096228	668016.0	0.9010824170699608	695614	771976	0.825627808393387	0.8948856860248247	243457	263879.4166665702	294875
134	pandora_illumina_withdenovo	100x	0	0.05	1.0	2	0.0013357468758431468	666917.9748788432	667810.0	0.9010270315108406	695182	771544	0.8248302664867028	0.8943342467174764	243221	263715.91666656913	294874
